tanggal,rr,temp_max,temp_avg ,temp_min,ev_pan,pp_air,rh,dew point,sr,ws_max,ws_avg
08/19/2021,0.0,31.4,28.8,25.4,4.8,1004.4,68.0,24.0,7.8,5.7,2.6
08/20/2021,0.0,30.8,28.7,24.9,4.6,1005.4,67.0,23.9,9.5,3.6,2.3
08/21/2021,0.0,32.2,29.4,24.8,4.9,1005.6,61.0,23.9,6.6,4.1,2.8
08/22/2021,0.0,31.2,28.4,24.0,5.1,1005.6,65.0,23.4,11.1,5.1,2.8
08/23/2021,0.0,31.0,28.6,25.2,4.9,1005.4,65.0,23.3,10.5,4.1,2.9
08/24/2021,0.0,29.7,27.9,24.8,5.2,1006.0,52.0,22.5,9.8,4.1,2.4
08/25/2021,0.0,30.6,28.5,24.2,5.0,1006.0,65.0,22.7,8.5,4.1,2.3
08/26/2021,0.0,30.6,28.2,23.2,4.7,1004.7,65.0,23.1,10.7,4.6,2.5
08/27/2021,0.0,30.0,28.3,25.2,4.4,1005.0,72.0,24.0,10.7,4.6,2.3
08/28/2021,0.0,30.5,28.5,25.5,4.0,1004.2,69.0,24.2,7.9,5.1,2.4
08/29/2021,0.0,31.2,29.1,24.8,4.9,1004.0,69.0,24.3,8.2,5.1,2.7
08/30/2021,0.0,31.6,29.2,26.0,4.6,1004.3,66.0,24.0,9.0,4.1,2.6
08/31/2021,0.0,31.4,29.0,25.0,5.2,1005.1,61.0,23.1,11.1,4.1,2.4
09/01/2021,0.0,31.5,28.4,24.0,6.5,1005.4,63.0,23.5,11.2,4.6,2.3
09/02/2021,0.0,30.0,27.8,24.2,4.9,1005.9,68.0,23.1,11.3,5.1,2.7
09/03/2021,0.0,31.0,28.2,25.1,5.2,1005.3,67.0,23.4,7.2,4.1,2.4
09/04/2021,0.0,29.2,28.0,26.2,4.2,1005.5,75.0,23.7,8.4,4.6,2.6
09/05/2021,0.0,31.6,28.4,24.8,3.8,1005.7,66.0,23.8,3.7,3.6,2.1
09/06/2021,8888.0,32.0,29.1,25.4,3.7,1005.4,71.0,24.7,3.7,3.6,2.1
09/07/2021,0.0,31.6,29.4,25.8,4.1,1005.4,66.0,24.0,7.5,5.1,2.8
09/08/2021,8888.0,31.4,29.2,26.0,4.7,1005.0,64.0,23.2,10.8,5.1,3.4
09/09/2021,0.0,31.8,29.4,25.4,6.4,1005.4,60.0,23.3,9.5,4.1,2.5
09/10/2021,0.0,31.8,29.1,24.6,4.9,1005.7,66.0,24.3,8.0,5.7,2.6
09/11/2021,4.4,31.0,27.8,25.8,5.8,1004.7,68.0,24.7,7.6,3.1,1.5
09/12/2021,3.0,29.2,27.0,25.2,2.3,1004.3,80.0,24.7,0.9,3.6,0.9
09/13/2021,2.1,30.2,27.1,25.4,2.9,1005.2,80.0,24.7,1.6,2.1,0.5
09/14/2021,2.5,31.2,26.9,25.0,1.7,1005.7,95.0,24.7,1.1,2.1,0.8
09/15/2021,51.5,31.8,29.5,25.8,4.0,1006.2,65.0,23.9,5.8,3.6,1.6
09/16/2021,0.0,31.4,28.6,25.2,6.1,1005.5,68.0,24.1,10.8,3.6,2.6
09/17/2021,8888.0,31.0,28.9,26.6,3.7,1005.1,71.0,24.2,5.6,4.6,2.9
09/18/2021,8888.0,31.4,29.5,26.7,3.7,1005.2,66.0,23.8,8.8,5.1,3.0
09/19/2021,0.0,31.2,29.1,26.2,5.4,1006.0,65.0,23.4,10.3,5.1,2.8
09/20/2021,0.0,30.8,28.6,26.6,4.8,1005.1,66.0,23.8,10.7,4.1,2.5
09/21/2021,8888.0,31.3,28.6,25.5,4.4,1004.7,65.0,23.9,4.2,4.1,1.4
09/22/2021,8888.0,31.6,29.4,24.4,3.9,1005.0,62.0,23.6,3.9,4.1,1.9
09/23/2021,1.0,30.6,28.7,26.5,6.0,1005.2,73.0,24.4,10.0,4.6,2.2
09/24/2021,0.0,32.0,28.1,24.6,2.9,1004.9,62.0,23.4,1.1,3.1,1.1
09/25/2021,0.3,31.6,28.5,25.1,5.1,1003.7,65.0,23.8,4.4,3.6,1.6
09/26/2021,0.0,31.5,29.1,26.0,3.1,1003.3,64.0,23.0,4.4,4.6,2.5
09/27/2021,0.0,31.0,28.8,25.8,5.6,1003.8,64.0,23.1,8.7,5.1,2.8
09/28/2021,0.0,30.0,28.1,25.8,5.2,1004.4,71.0,23.0,9.9,3.1,2.0
09/29/2021,0.0,31.0,28.8,25.4,4.1,1004.4,68.0,23.9,3.9,4.1,2.3
09/30/2021,8888.0,31.0,29.1,26.4,4.6,1004.9,66.0,23.4,7.3,4.6,2.6
10/01/2021,0.0,32.4,29.2,25.4,4.1,1005.0,62.0,23.7,10.0,3.6,2.1
10/02/2021,0.0,32.2,29.2,25.8,5.6,1004.5,60.0,23.4,9.1,3.6,1.6
10/03/2021,8888.0,32.0,29.6,26.8,4.3,1004.0,61.0,22.8,6.4,5.7,2.5
10/04/2021,0.0,31.0,28.8,25.6,6.8,1004.0,61.0,22.7,10.9,2.6,0.9
10/05/2021,0.0,31.2,28.6,25.6,4.5,1003.0,62.0,22.7,8.6,3.6,2.5
10/06/2021,0.0,30.4,28.3,25.6,5.0,1003.7,61.0,21.9,8.0,4.1,2.1
10/07/2021,9999.0,31.3,28.9,24.8,5.2,1004.0,60.0,21.8,6.7,3.6,2.1
10/08/2021,0.0,31.2,29.0,26.0,5.4,1004.8,63.0,23.2,11.3,4.6,2.4
10/09/2021,0.0,32.4,29.3,25.8,5.3,1004.3,59.0,23.7,10.7,4.6,1.9
10/10/2021,0.0,32.0,29.5,24.8,4.3,1003.4,59.0,23.2,8.4,4.1,2.3
10/11/2021,0.0,31.6,29.3,25.8,4.7,1003.4,59.0,23.0,10.8,3.6,1.5
10/12/2021,9999.0,32.6,29.8,25.7,6.1,1002.9,52.0,21.9,10.3,3.6,2.1
10/13/2021,0.0,32.2,29.6,25.4,6.0,1002.6,59.0,22.9,11.5,4.1,2.0
10/14/2021,0.0,31.0,28.7,24.8,5.8,1003.3,68.0,23.2,11.4,3.6,1.7
10/15/2021,0.0,32.8,30.1,25.4,3.4,1002.3,66.0,24.4,3.9,5.1,1.7
10/16/2021,9999.0,33.2,29.8,27.5,5.4,1002.8,62.0,24.9,4.3,5.1,1.5
10/17/2021,8888.0,32.2,26.9,23.2,4.3,1004.2,84.0,24.3,5.3,4.1,1.1
10/18/2021,35.3,32.2,30.3,26.8,4.5,1004.6,61.0,24.6,3.3,4.1,1.7
10/19/2021,0.0,33.4,30.5,27.4,3.7,1007.2,64.0,25.1,9.5,3.6,1.9
10/20/2021,0.8,33.6,31.2,27.4,5.1,1006.1,62.0,25.1,7.5,5.1,3.1
10/21/2021,0.0,33.8,31.0,27.4,6.5,1005.6,60.0,24.9,11.0,4.1,1.9
10/22/2021,2.7,32.2,30.1,27.4,6.4,1006.0,67.0,24.6,10.6,3.1,2.1
10/23/2021,0.0,32.8,29.9,26.9,6.4,1005.8,66.0,24.0,10.7,3.1,1.3
10/24/2021,9999.0,32.4,29.6,26.2,4.0,1004.6,64.0,24.0,10.7,2.1,0.8
10/25/2021,0.0,32.2,29.8,26.4,4.9,1003.8,65.0,23.8,7.9,3.6,1.0
10/26/2021,8888.0,31.4,28.7,25.8,5.9,1004.3,66.0,24.8,8.8,4.1,1.3
10/27/2021,4.1,32.7,26.4,24.0,4.2,1005.1,96.0,24.5,5.6,9.3,1.5
10/28/2021,76.7,33.2,28.9,26.3,4.7,1004.7,66.0,25.1,5.3,3.1,1.5
10/29/2021,0.0,32.8,30.2,27.2,3.2,1005.1,66.0,25.6,6.7,4.1,1.9
10/30/2021,4.0,32.2,27.6,24.0,5.0,1005.4,72.0,24.9,7.1,3.6,1.7
10/31/2021,3.0,32.0,28.5,25.0,4.1,1004.4,72.0,25.2,5.1,3.1,1.9
11/01/2021,7.2,30.8,26.9,24.8,3.5,1004.8,92.0,25.1,7.0,3.1,0.7
11/02/2021,14.4,32.6,27.1,24.2,2.3,1004.5,75.0,24.5,2.7,5.7,1.8
11/03/2021,18.3,33.4,29.8,25.4,2.9,1003.2,62.0,25.3,6.3,3.6,2.0
11/04/2021,8888.0,31.3,28.3,25.0,4.5,1003.4,69.0,24.6,7.7,5.7,1.3
11/05/2021,10.8,31.8,28.1,26.0,4.5,1002.9,91.0,25.0,7.7,5.1,1.2
11/06/2021,0.0,32.4,29.2,26.8,3.5,1000.9,68.0,25.5,5.0,3.1,0.9
11/07/2021,2.8,33.2,28.4,25.0,3.8,1000.7,67.0,24.9,6.7,6.2,1.1
11/08/2021,58.9,32.2,29.1,26.6,4.9,1002.1,78.0,25.2,6.5,3.6,1.3
11/09/2021,8888.0,32.8,29.9,27.4,3.8,1001.4,72.0,25.6,6.7,2.1,0.6
11/10/2021,0.0,32.0,29.8,26.8,3.6,1002.4,78.0,25.9,6.3,3.6,1.5
11/11/2021,6.2,32.2,27.6,25.0,3.0,1002.6,88.0,25.1,7.2,2.6,1.2
11/12/2021,12.3,27.4,26.2,25.0,3.2,1003.9,94.0,24.9,5.8,1.5,0.5
11/13/2021,4.2,30.6,29.1,26.2,1.2,1003.3,69.0,24.3,0.1,2.1,0.9
11/14/2021,0.0,30.4,27.9,25.0,2.8,1003.7,67.0,24.3,2.9,3.1,1.2
11/15/2021,1.8,31.6,28.1,25.2,2.9,1003.0,71.0,24.2,1.2,3.6,0.9
11/16/2021,3.4,31.4,28.0,25.3,4.3,1003.3,70.0,25.0,4.0,2.6,0.5
11/17/2021,3.1,32.2,29.7,27.2,2.0,1002.9,78.0,25.0,0.1,4.6,1.3
11/18/2021,8888.0,31.8,28.7,24.6,4.7,1001.4,73.0,25.0,7.8,4.1,1.1
11/19/2021,39.5,32.2,27.8,24.4,5.2,1001.4,91.0,24.6,4.6,2.6,1.2
11/20/2021,14.3,29.8,27.1,25.0,4.1,1001.4,74.0,24.7,5.4,3.6,1.5
11/21/2021,11.6,31.6,29.1,25.8,3.4,1002.6,74.0,25.0,2.9,3.6,1.4
11/22/2021,8888.0,32.8,29.1,26.2,3.8,1001.8,66.0,25.1,5.6,2.6,1.0
11/23/2021,0.8,32.0,28.8,26.0,4.4,1001.8,70.0,25.4,7.0,3.1,1.2
11/24/2021,9.1,32.1,27.8,25.4,5.0,1002.4,75.0,24.9,7.0,5.7,1.0
11/25/2021,21.6,31.8,28.7,26.7,3.0,1001.9,77.0,24.9,5.8,3.1,1.3
11/26/2021,8888.0,32.2,28.2,25.2,3.5,1001.9,76.0,24.7,5.5,4.1,1.7
11/27/2021,12.5,30.2,27.9,26.6,3.3,1001.9,81.0,25.3,7.1,2.6,1.1
11/28/2021,4.9,29.4,27.0,23.9,3.3,1002.6,81.0,24.7,3.1,2.6,1.3
11/29/2021,31.1,29.9,28.0,26.0,2.8,1002.1,79.0,25.0,2.2,3.1,1.3
11/30/2021,7.3,28.0,26.1,24.8,2.6,1002.5,92.0,24.5,0.0,3.1,1.1
12/01/2021,11.6,27.4,26.1,25.0,1.5,1003.1,91.0,24.7,0.0,2.6,0.9
12/02/2021,2.2,31.4,29.7,26.2,1.2,1002.9,70.0,25.2,0.0,4.1,1.7
12/03/2021,9999.0,31.0,29.7,28.0,5.0,1003.4,69.0,24.8,8.8,6.2,2.6
12/04/2021,8888.0,31.4,29.3,27.2,6.2,1002.7,73.0,25.5,6.9,3.6,1.5
12/05/2021,1.2,30.4,27.3,24.4,4.3,1002.9,79.0,25.0,6.0,3.6,1.1
12/06/2021,69.2,28.6,27.2,24.3,4.8,1003.0,84.0,24.9,2.3,4.1,2.9
12/07/2021,15.6,31.2,29.0,25.4,5.5,1003.5,77.0,24.9,1.1,4.6,1.9
12/08/2021,0.0,32.4,30.8,26.6,4.2,1003.8,66.0,24.4,2.8,4.1,1.2
12/09/2021,0.0,32.2,30.4,28.2,5.2,1003.6,73.0,25.3,11.1,3.6,1.6
12/10/2021,11.3,32.4,30.3,27.5,4.7,1003.3,68.0,25.1,8.4,4.1,2.3
12/11/2021,33.0,27.0,26.1,25.3,6.5,1003.8,92.0,24.6,10.0,2.1,1.5
12/12/2021,7.7,31.2,29.3,26.4,1.6,1002.9,73.0,25.4,1.1,3.1,2.1
12/13/2021,0.3,31.4,29.5,26.8,3.6,1001.7,74.0,25.6,7.5,4.1,1.9
12/14/2021,8888.0,32.0,28.1,25.6,4.8,1001.5,67.0,25.4,6.3,3.6,1.2
12/15/2021,59.7,31.6,27.0,25.1,5.6,1002.1,97.0,24.9,5.2,3.6,1.4
12/16/2021,36.0,32.0,28.9,26.2,4.4,1002.4,86.0,25.7,5.2,1.5,0.8
12/17/2021,10.1,32.2,29.9,25.8,3.5,1001.8,72.0,26.0,6.7,4.1,1.1
12/18/2021,8888.0,33.0,29.8,27.0,3.9,1002.4,69.0,25.4,5.2,6.7,1.6
12/19/2021,3.8,33.2,29.2,26.2,4.7,1003.3,72.0,25.7,7.5,4.1,1.9
12/20/2021,2.9,31.2,27.2,25.2,3.8,1004.9,98.0,25.6,7.1,3.6,0.9
12/21/2021,37.7,30.4,28.8,25.4,3.4,1004.6,73.0,24.4,3.4,6.2,2.3
12/22/2021,8888.0,33.2,30.6,25.9,4.0,1003.7,66.0,25.8,1.4,2.6,0.7
12/23/2021,9999.0,32.7,30.9,27.8,4.8,1003.0,65.0,25.2,5.5,2.6,1.5
12/24/2021,1.0,32.0,30.2,27.6,5.5,1002.6,71.0,25.7,7.0,5.1,2.4
12/25/2021,5.2,31.6,29.8,27.0,4.8,1003.2,71.0,25.8,8.0,5.1,2.6
12/26/2021,1.5,32.2,30.1,27.2,4.9,1003.9,72.0,25.5,5.1,4.1,2.4
12/27/2021,8888.0,30.8,28.6,25.1,5.9,1004.2,77.0,25.0,10.0,4.1,2.3
12/28/2021,21.8,31.4,28.7,25.4,4.0,1003.4,71.0,25.3,5.6,5.1,3.0
12/29/2021,12.0,30.8,28.6,26.6,5.3,1003.6,75.0,24.0,7.1,4.1,1.9
12/30/2021,8888.0,30.6,27.7,25.4,5.0,1003.5,76.0,25.0,4.2,3.6,1.6
12/31/2021,8888.0,31.4,28.9,25.6,2.8,1003.6,67.0,24.4,3.3,4.1,2.3
01/01/2022,2.8,31.0,28.8,25.2,5.1,1003.4,73.0,24.6,7.1,4.1,1.9
01/02/2022,0.0,31.2,28.9,26.2,4.1,1003.3,70.0,24.7,2.6,2.6,1.3
01/03/2022,1.5,30.2,27.9,24.8,4.1,1003.5,79.0,24.4,3.1,2.6,1.1
01/04/2022,3.2,29.2,28.0,25.2,3.0,1004.2,79.0,24.6,2.9,4.1,2.0
01/05/2022,0.0,29.6,28.2,26.0,3.5,1004.5,71.0,24.4,1.0,2.1,1.0
01/06/2022,0.0,31.8,29.1,25.2,5.2,1004.6,65.0,23.9,0.0,3.6,1.9
01/07/2022,9999.0,31.8,29.3,25.2,6.7,1004.8,67.0,24.0,7.8,3.1,1.5
01/08/2022,0.0,30.8,28.9,25.2,4.9,1003.9,76.0,24.3,9.8,5.7,2.9
01/09/2022,0.0,32.4,30.2,26.2,4.3,1002.6,71.0,24.6,7.4,5.1,2.0
01/10/2022,9.0,32.4,29.9,25.3,4.8,1002.5,72.0,25.0,10.1,4.6,1.3
01/11/2022,0.0,31.2,28.8,25.6,6.3,1004.1,71.0,24.8,9.1,4.6,1.3
01/12/2022,0.0,31.8,28.4,26.0,4.0,1004.0,81.0,24.7,4.5,3.6,1.2
01/13/2022,1.8,31.6,29.4,25.6,3.7,1003.7,69.0,24.7,5.6,4.6,1.9
01/14/2022,8888.0,31.2,28.6,26.2,5.2,1002.8,70.0,25.0,7.4,4.6,2.6
01/15/2022,2.3,30.4,27.2,24.0,4.1,1003.0,72.0,24.2,2.6,7.2,2.8
01/16/2022,22.7,31.8,29.4,26.4,1.0,1003.0,67.0,24.5,0.0,5.1,3.0
01/17/2022,1.0,32.1,29.1,25.6,5.4,1002.3,67.0,24.8,6.9,3.6,1.9
01/18/2022,45.0,28.4,26.2,24.0,7.0,1002.8,92.0,24.1,4.1,5.1,1.2
01/19/2022,14.7,29.8,27.8,25.1,2.6,1002.2,81.0,24.1,0.1,4.1,1.1
01/20/2022,17.5,31.2,28.1,25.4,4.5,1002.6,67.0,24.5,4.2,2.6,1.2
01/21/2022,18.1,29.2,27.9,24.6,5.6,1002.8,78.0,24.6,5.0,5.1,2.0
01/22/2022,0.0,30.8,29.1,25.9,3.0,1002.3,73.0,24.6,0.1,4.6,2.5
01/23/2022,9999.0,31.8,30.0,26.8,4.3,1001.4,65.0,23.9,8.1,7.2,3.3
01/24/2022,0.0,32.0,30.4,27.6,6.5,999.6,60.0,23.4,11.7,6.2,3.0
01/25/2022,9999.0,32.0,30.4,26.4,8.9,999.6,63.0,23.8,8.0,8.2,3.4
01/26/2022,16.0,30.8,29.4,26.0,5.9,1000.4,79.0,25.3,10.7,6.2,3.9
01/27/2022,32.0,29.4,27.6,25.4,4.9,1002.3,87.0,25.2,7.2,4.6,1.1
01/28/2022,6.0,30.8,28.8,26.2,1.0,1003.4,79.0,25.5,1.0,5.1,1.7
01/29/2022,4.2,31.9,29.9,25.4,4.4,1003.6,71.0,25.2,5.2,3.1,1.3
01/30/2022,13.2,32.2,29.3,25.2,6.4,1002.9,73.0,24.9,6.6,2.6,1.1
01/31/2022,9999.0,31.2,29.4,26.0,4.9,1002.1,66.0,24.5,6.2,4.6,2.7
02/01/2022,0.0,31.8,29.6,25.8,5.8,1002.1,68.0,24.7,6.9,6.7,3.5
02/02/2022,0.0,32.0,29.9,25.4,6.7,1002.5,63.0,23.9,7.6,9.8,3.6
02/03/2022,0.0,32.5,30.5,25.2,5.6,1002.4,66.0,24.3,10.3,3.6,1.7
02/04/2022,19.0,29.4,28.0,25.4,6.8,1001.3,84.0,24.6,11.1,4.6,2.1
02/05/2022,5.2,31.4,28.6,25.0,3.5,1000.9,76.0,25.1,2.4,5.7,2.9
02/06/2022,1.4,31.0,29.1,25.9,5.9,1001.8,69.0,24.6,6.0,3.6,2.0
02/07/2022,4.1,31.2,28.8,26.0,3.5,1002.3,68.0,24.1,2.5,8.2,4.3
02/08/2022,1.5,32.6,30.3,25.4,4.4,1002.7,65.0,24.5,8.0,4.6,1.9
02/09/2022,0.0,32.2,28.6,25.0,6.8,1002.3,88.0,24.4,8.8,4.1,1.3
02/10/2022,11.5,30.4,27.7,24.6,3.8,1001.8,72.0,24.3,6.4,3.6,1.7
02/11/2022,9999.0,31.8,28.9,25.0,3.2,1002.2,61.0,24.5,1.1,1.5,0.6
02/12/2022,1.2,30.6,26.6,24.2,4.5,1001.4,77.0,24.5,1.9,3.1,0.9
02/13/2022,12.2,32.2,27.5,23.4,1.6,1001.3,68.0,24.6,0.7,4.1,1.7
02/14/2022,70.5,30.7,27.1,24.5,1.0,1002.9,84.0,24.9,5.2,3.1,1.1
02/15/2022,7.0,31.4,27.3,24.2,4.1,1002.0,82.0,24.7,4.2,2.6,1.5
02/16/2022,40.3,31.4,29.1,25.2,4.8,1000.6,70.0,25.4,6.0,4.1,1.5
02/17/2022,0.0,31.4,27.9,24.8,3.1,1001.4,81.0,24.5,7.5,3.6,1.5
02/18/2022,3.8,31.8,27.9,24.5,5.1,1003.2,71.0,24.3,7.2,4.1,1.7
02/19/2022,1.1,32.3,29.2,25.0,4.5,1002.6,71.0,25.1,6.6,3.6,1.9
02/20/2022,8888.0,32.2,30.1,25.0,5.3,1002.3,72.0,25.0,8.0,2.6,0.9
02/21/2022,92.6,25.8,24.9,23.0,9999.0,1003.3,91.0,23.4,8.8,3.6,1.6
02/22/2022,2.0,30.4,28.8,24.6,3.7,1002.7,73.0,24.6,0.0,5.7,3.0
02/23/2022,5.0,29.4,27.6,25.0,4.2,1004.2,84.0,24.2,4.5,3.6,1.1
02/24/2022,0.0,31.0,29.2,24.2,2.7,1003.8,65.0,24.3,1.4,5.1,2.5
02/25/2022,0.0,31.6,29.0,25.2,5.6,1003.0,68.0,24.2,7.4,6.7,3.1
02/26/2022,0.5,30.4,28.6,26.0,4.7,1003.2,67.0,23.8,6.3,4.1,2.7
02/27/2022,9999.0,31.6,29.6,26.6,4.1,1002.4,72.0,24.1,2.4,5.7,2.8
02/28/2022,0.0,32.0,29.9,27.6,5.3,1002.1,60.0,22.8,6.3,7.2,4.6
03/01/2022,0.0,31.3,29.4,27.4,7.4,1001.8,64.0,23.6,6.3,8.2,4.0
03/02/2022,8888.0,32.7,30.1,27.2,4.6,1001.4,62.0,24.1,6.5,6.2,3.7
03/03/2022,9999.0,31.2,30.0,27.4,6.6,1001.3,70.0,24.4,7.6,8.2,4.4
03/04/2022,0.0,31.4,29.1,25.4,6.1,1003.0,72.0,25.1,8.4,4.1,2.5
03/05/2022,4.0,32.3,30.2,26.9,5.0,1002.3,71.0,25.2,0.1,5.7,2.0
03/06/2022,9999.0,30.2,28.6,26.2,3.3,1002.0,73.0,25.4,9.2,3.1,1.8
03/07/2022,28.3,31.8,28.1,24.9,5.0,1001.7,78.0,25.1,4.6,4.6,1.9
03/08/2022,21.5,32.0,29.7,25.2,5.0,1001.4,80.0,25.5,6.8,5.7,1.7
03/09/2022,0.0,32.0,29.2,25.4,4.5,1001.4,75.0,25.4,7.5,5.7,1.6
03/10/2022,78.8,31.2,28.2,24.9,3.8,1001.5,73.0,25.3,5.5,4.1,1.5
03/11/2022,8.2,32.2,29.2,26.0,0.7,1000.0,70.0,25.6,4.7,5.7,2.1
03/12/2022,7.0,33.2,29.9,25.2,4.5,999.9,65.0,25.6,6.7,5.7,1.8
03/13/2022,0.0,32.4,28.6,25.2,5.2,1001.5,75.0,25.8,8.0,5.1,1.7
03/14/2022,48.5,32.4,29.2,25.2,5.2,1001.6,71.0,25.7,6.9,6.2,1.6
03/15/2022,9999.0,33.0,30.1,26.4,5.4,1000.5,77.0,25.6,6.9,3.6,1.5
03/16/2022,0.0,33.0,30.0,26.0,5.2,1001.0,67.0,25.5,7.7,5.7,2.0
03/17/2022,3.0,34.0,30.9,25.8,4.9,1000.4,73.0,25.9,9.3,5.7,2.4
03/18/2022,8888.0,32.8,29.8,26.5,6.0,1000.1,70.0,25.9,9.4,4.1,1.7
03/19/2022,4.5,29.8,28.4,26.4,3.8,1000.3,82.0,25.2,6.0,3.6,2.1
